Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att.4,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh.1,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Att Pen,Live,Carries,TotDist.1,PrgDist.1,PrgC,1/3.1,CPA,Mis,Dis,Rec,PrgR,Match Report
15,Aston Villa,2021-02-27,Leeds United,eng Premier League,W 1-0,1,0,1,31,1,0,0,0,155,261,59.4,6,18,1,0,17,3314,2005,65,85,76.5,54,84,64.3,33,82,40.2,16,13,7,8,1,8,16,50.0,8,15,5,10,13,29,22,0,0.7,0.7,-0.2,-0.2,0.6,0.5,0.3,0.3,0.4,0.08,9,0.11,0.25,4,44.4,15.8,0,0.3,0.11,0.3,388,68,173,142,83,11,388,157,1158,553,11,4,4,20,11,152,17,Match Report
16,Aston Villa,2021-02-21,Leicester City,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,389,507,76.7,7,31,11,5,34,7481,2675,153,176,86.9,178,206,86.4,53,94,56.4,17,10,6,9,2,10,14,71.4,4,11,7,4,9,26,11,1,1.4,1.4,0.3,0.3,0.7,0.8,-0.4,-0.4,-0.7,0.14,11,0.09,0.5,2,18.2,16.6,0,1.7,0.24,-0.3,593,66,207,237,156,20,593,236,1253,528,6,6,3,11,8,386,33,Match Report
17,Aston Villa,2021-02-13,Brighton,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,301,409,73.6,3,28,2,0,36,5340,2186,146,176,83.0,120,155,77.4,32,65,49.2,10,5,6,4,0,6,11,54.5,5,20,10,10,12,22,27,0,0.1,0.1,-2.0,-2.0,0.1,0.2,-0.1,-0.1,-0.1,0.03,4,0.0,0.0,1,25.0,23.9,0,2.3,0.27,2.3,523,77,221,209,99,10,523,309,1264,567,7,5,2,19,9,299,35,Match Report
18,Aston Villa,2021-02-06,Arsenal,eng Premier League,W 1-0,1,0,1,35,1,0,0,0,254,348,73.0,11,20,7,1,19,4764,2131,107,126,84.9,93,111,83.8,38,76,50.0,18,8,9,8,1,10,15,66.7,5,13,5,8,10,28,33,0,1.2,1.2,0.4,0.4,1.1,0.7,-0.2,-0.2,-0.1,0.1,12,0.08,0.13,8,66.7,16.6,0,0.7,0.22,0.7,477,90,182,172,128,19,477,221,1103,501,14,6,7,18,4,253,18,Match Report
19,Aston Villa,2021-02-03,West Ham,eng Premier League,L 1-3,1,3,-2,56,1,0,0,0,423,530,79.8,7,32,10,1,54,7681,2755,177,206,85.9,192,217,88.5,44,82,53.7,13,6,5,4,4,7,13,53.8,6,19,6,13,4,17,14,1,0.7,0.7,-0.9,-0.9,0.6,0.7,0.3,0.3,0.4,0.08,9,0.11,0.5,2,22.2,17.5,1,2.2,0.24,-0.8,626,67,179,255,176,24,626,307,1895,963,11,15,6,15,10,418,54,Match Report
20,Aston Villa,2021-01-30,Southampton,eng Premier League,W 1-0,1,0,1,41,1,0,0,0,270,375,72.0,5,21,5,1,35,5015,2245,120,150,80.0,102,122,83.6,38,69,55.1,23,13,10,11,2,13,25,52.0,12,16,10,6,16,39,22,0,0.6,0.6,-1.3,-1.3,0.5,0.3,0.4,0.4,0.5,0.08,8,0.13,0.25,4,50.0,16.2,0,0.6,0.16,0.6,504,78,186,187,135,18,504,250,1132,511,19,16,8,9,15,266,34,Match Report
21,Aston Villa,2021-01-27,Burnley,eng Premier League,L 2-3,2,3,-1,61,2,0,0,0,405,534,75.8,15,35,10,2,37,7212,2626,188,217,86.6,158,185,85.4,46,105,43.8,6,2,5,1,0,2,6,33.3,4,5,2,3,7,13,19,0,2.2,2.2,1.7,1.7,2.1,1.4,-0.2,-0.2,-0.1,0.13,18,0.11,0.2,10,55.6,15.1,1,1.7,0.34,-1.3,629,60,245,225,164,32,629,292,1778,865,18,7,10,13,8,402,36,Match Report
22,Aston Villa,2021-01-23,Newcastle Utd,eng Premier League,W 2-0,2,0,2,58,2,0,0,0,521,603,86.4,9,34,7,1,34,9006,3195,245,263,93.2,200,233,85.8,58,79,73.4,11,6,6,4,1,6,14,42.9,8,17,2,15,12,23,30,0,2.3,2.3,1.8,1.8,0.9,1.0,-0.3,-0.3,0.1,0.16,14,0.14,0.4,5,35.7,17.4,0,0.4,0.4,0.4,725,77,251,255,154,18,725,511,2513,1127,20,16,6,21,10,519,34,Match Report
23,Aston Villa,2021-01-20,Manchester City,eng Premier League,L 0-2,0,2,-2,31,0,0,0,0,222,309,71.8,6,14,4,1,16,3924,1728,108,129,83.7,76,90,84.4,30,70,42.9,14,6,12,2,0,0,12,0.0,12,14,10,4,15,29,29,0,0.6,0.6,-2.7,-2.0,0.3,0.2,-0.6,-0.6,-0.3,0.06,11,0.0,0.0,4,36.4,18.6,1,2.8,0.25,0.8,425,110,205,141,84,15,425,238,1279,655,13,8,3,7,11,222,16,Match Report
24,Aston Villa,2021-01-01,Manchester Utd,eng Premier League,L 1-2,1,2,-1,52,1,0,0,0,365,473,77.2,11,26,8,4,39,6296,2474,176,203,86.7,139,157,88.5,39,87,44.8,18,13,11,3,4,7,16,43.8,9,16,5,11,11,29,19,0,1.4,1.4,-0.7,0.1,1.1,1.3,-0.4,-0.4,-0.1,0.09,15,0.07,0.2,5,33.3,14.4,1,1.8,0.09,-0.2,577,70,201,222,159,24,577,353,1911,847,16,9,5,8,6,362,39,Match Report
25,Aston Villa,2020-12-28,Chelsea,eng Premier League,D 1-1,1,1,0,37,1,0,0,0,253,361,70.1,9,26,6,2,35,4777,2180,98,124,79.0,115,143,80.4,30,73,41.1,19,8,11,7,1,10,14,71.4,4,18,4,14,13,32,21,1,0.7,0.7,-1.0,-1.0,0.6,0.4,0.3,0.3,0.4,0.07,10,0.1,0.5,2,20.0,17.5,0,0.8,0.16,-0.2,488,67,158,206,128,17,488,241,1293,618,14,10,4,20,10,250,35,Match Report
26,Aston Villa,2020-12-26,Crystal Palace,eng Premier League,W 3-0,3,0,3,39,3,0,0,0,237,334,71.0,15,25,10,4,30,4514,2288,106,127,83.5,75,100,75.0,43,80,53.8,17,6,11,6,0,10,19,52.6,9,4,1,3,12,29,30,1,3.9,3.9,3.0,3.0,2.4,1.2,-0.9,-0.9,-1.4,0.23,20,0.15,0.33,9,45.0,12.3,0,0.8,0.14,0.8,452,57,139,180,139,31,452,236,1525,866,24,11,6,14,5,232,30,Match Report
27,Aston Villa,2020-12-20,West Brom,eng Premier League,W 3-0,3,0,3,67,2,1,1,0,519,630,82.4,16,59,17,4,71,9125,3196,231,259,89.2,236,258,91.5,45,85,52.9,11,7,7,3,1,7,16,43.8,9,3,0,3,10,21,12,0,2.4,1.6,2.3,1.5,1.4,1.4,0.6,0.4,0.6,0.09,18,0.11,0.22,9,50.0,19.7,1,0.3,0.28,0.3,724,25,157,255,244,39,723,480,2559,1320,27,28,10,19,9,511,68,Match Report
28,Aston Villa,2020-12-17,Burnley,eng Premier League,D 0-0,0,0,0,59,0,0,0,0,318,444,71.6,22,21,16,4,38,5432,2334,153,186,82.3,111,139,79.9,38,85,44.7,6,4,2,2,2,2,6,33.3,4,7,0,7,9,15,12,0,1.5,1.5,1.2,1.2,1.1,0.7,-1.5,-1.5,-1.1,0.06,27,0.0,0.0,6,22.2,17.0,1,0.4,0.1,0.4,541,45,139,235,172,38,541,241,1492,828,19,19,9,20,16,316,38,Match Report
29,Aston Villa,2020-12-12,Wolves,eng Premier League,W 1-0,1,0,1,50,0,1,1,0,277,390,71.0,8,23,4,0,36,5002,2040,132,153,86.3,104,135,77.0,32,74,43.2,8,3,5,2,1,4,22,18.2,18,7,5,2,9,17,23,1,1.4,0.6,0.3,-0.5,0.4,0.4,-0.4,-0.6,-0.4,0.05,12,0.0,0.0,1,8.3,20.1,1,1.3,0.19,1.3,501,64,134,219,153,30,500,287,1480,744,15,7,8,20,8,272,35,Match Report
30,Aston Villa,2020-11-30,West Ham,eng Premier League,L 1-2,1,2,-1,66,1,0,1,1,457,575,79.5,14,39,9,3,47,7960,2492,192,217,88.5,208,242,86.0,38,77,49.4,6,4,1,5,0,2,7,28.6,5,7,3,4,6,12,9,1,2.5,1.7,2.1,1.3,1.6,1.6,-1.5,-0.7,-0.6,0.11,15,0.07,0.17,6,40.0,18.5,2,0.5,0.24,-1.5,661,49,175,255,190,23,660,349,2243,1248,21,18,4,22,4,455,46,Match Report
31,Aston Villa,2020-11-21,Brighton,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,418,533,78.4,10,33,7,1,49,6634,2331,223,240,92.9,154,195,79.0,30,62,48.4,7,5,2,3,2,4,6,66.7,2,4,1,3,7,14,14,1,1.5,1.5,0.1,0.1,0.7,0.8,-0.5,-0.5,0.3,0.11,15,0.07,0.25,4,26.7,18.2,0,1.7,0.55,-0.3,609,47,130,255,229,29,609,393,2018,1208,20,14,8,11,13,413,48,Match Report
32,Aston Villa,2020-11-08,Arsenal,eng Premier League,W 3-0,3,0,3,41,2,0,0,0,312,408,76.5,14,23,15,1,38,5769,2256,134,156,85.9,119,137,86.9,44,87,50.6,14,6,4,6,4,7,15,46.7,8,7,3,4,8,22,26,1,1.8,1.8,0.3,0.3,1.7,1.1,0.2,0.2,0.3,0.12,15,0.13,0.4,5,33.3,12.7,0,0.6,0.32,0.6,517,70,155,220,152,33,517,247,1352,745,22,20,8,19,4,308,38,Match Report
33,Aston Villa,2020-11-01,Southampton,eng Premier League,L 3-4,3,4,-1,56,2,1,1,0,315,438,71.9,15,26,11,4,40,6226,2430,125,163,76.7,121,152,79.6,51,88,58.0,14,9,2,9,3,3,9,33.3,6,6,1,5,6,20,3,0,1.9,1.2,1.1,0.4,1.0,0.9,1.1,0.8,1.0,0.06,18,0.11,0.22,9,50.0,15.9,1,2.2,0.56,-1.8,527,33,139,216,179,34,526,270,1215,616,20,10,10,14,13,314,40,Match Report
34,Aston Villa,2020-10-23,Leeds United,eng Premier League,L 0-3,0,3,-3,41,0,0,0,0,236,342,69.0,10,21,3,0,24,4414,2029,118,145,81.4,72,100,72.0,37,75,49.3,14,3,9,4,1,6,12,50.0,6,11,4,7,13,27,23,0,1.4,1.4,-1.4,-1.4,0.9,0.6,-1.4,-1.4,-0.9,0.12,12,0.0,0.0,3,25.0,18.5,0,2.6,0.3,-0.4,444,77,162,170,116,23,444,231,1480,824,19,10,8,11,11,235,24,Match Report
35,Aston Villa,2020-10-18,Leicester City,eng Premier League,W 1-0,1,0,1,50,1,0,0,0,327,444,73.6,7,20,11,2,33,6188,2163,129,153,84.3,149,172,86.6,38,84,45.2,14,8,11,2,1,9,18,50.0,9,14,4,10,24,38,12,0,0.7,0.7,0.1,0.1,0.6,0.8,0.3,0.3,0.4,0.07,10,0.1,0.25,4,40.0,19.4,1,0.7,0.13,0.7,550,70,180,229,146,32,550,269,1544,843,18,12,4,15,12,322,31,Match Report
36,Aston Villa,2020-10-04,Liverpool,eng Premier League,W 7-2,7,2,5,31,7,0,0,0,208,314,66.2,13,18,6,2,28,3948,1905,85,109,78.0,65,89,73.0,38,76,50.0,15,7,6,8,1,6,19,31.6,13,16,5,11,12,27,35,0,2.7,2.7,0.9,0.9,2.5,1.4,4.3,4.3,3.5,0.15,18,0.39,0.64,11,61.1,16.7,0,2.1,0.27,0.1,447,71,160,186,108,30,447,184,1292,652,20,11,10,16,10,206,28,Match Report
37,Aston Villa,2020-09-28,Fulham,eng Premier League,W 3-0,3,0,3,36,3,0,0,0,236,335,70.4,11,21,10,2,25,4880,2163,90,111,81.1,93,108,86.1,43,88,48.9,23,16,11,11,1,14,36,38.9,22,12,5,7,11,34,36,1,1.4,1.4,0.7,0.7,1.4,1.5,1.6,1.6,1.6,0.12,12,0.25,0.6,5,41.7,14.5,0,0.3,0.15,0.3,471,89,214,159,109,25,471,176,1072,593,14,8,7,13,7,235,25,Match Report
38,Aston Villa,2020-09-21,Sheffield Utd,eng Premier League,W 1-0,1,0,1,71,1,0,0,0,517,623,83.0,18,51,14,3,70,9265,2854,228,245,93.1,226,268,84.3,49,83,59.0,5,4,0,3,2,2,8,25.0,6,5,1,4,7,12,14,0,1.0,1.0,0.1,0.9,1.0,1.2,0.0,0.0,0.0,0.06,18,0.06,0.5,2,11.1,17.4,0,1.0,0.0,1.0,707,61,159,255,255,44,707,485,2526,1543,37,22,9,12,6,516,70,Match Report
1,Brighton,2021-05-23,Arsenal,eng Premier League,L 0-2,0,2,-2,46,0,0,0,0,438,514,85.2,2,22,6,0,23,7590,2594,204,214,95.3,181,199,91.0,37,70,52.9,17,12,10,4,3,10,16,62.5,6,15,4,11,13,30,19,0,0.2,0.2,-0.6,-0.6,0.1,0.3,-0.2,-0.2,-0.1,0.04,5,0.0,0.0,1,20.0,22.6,0,0.9,0.17,-1.1,610,100,255,211,115,9,610,382,1951,981,9,11,1,17,11,437,23,Match Report
2,Brighton,2021-05-18,Manchester City,eng Premier League,W 3-2,3,2,1,63,3,0,0,0,563,643,87.6,12,44,12,1,51,9626,2950,253,277,91.3,256,272,94.1,45,68,66.2,18,9,5,10,3,5,15,33.3,10,8,2,6,7,25,10,1,1.1,1.1,0.2,0.2,0.7,1.2,1.9,1.9,0.3,0.06,19,0.16,0.5,6,31.6,19.7,1,1.6,0.41,-0.4,744,51,175,255,190,37,744,468,2448,1312,26,13,4,17,10,561,51,Match Report
3,Brighton,2021-05-15,West Ham,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,521,616,84.6,7,37,6,0,49,9172,2938,236,261,90.4,235,262,89.7,45,77,58.4,9,4,5,4,0,2,16,12.5,14,12,5,7,12,21,21,0,0.8,0.8,-0.9,-0.9,0.6,0.8,0.2,0.2,0.4,0.08,10,0.1,0.5,2,20.0,23.8,0,0.4,0.18,-0.6,708,100,255,255,139,12,708,505,2423,1394,25,15,2,14,5,520,49,Match Report
4,Brighton,2021-05-09,Wolves,eng Premier League,L 1-2,1,2,-1,39,1,0,0,0,327,403,81.1,5,17,11,0,29,5999,2096,147,160,91.9,118,137,86.1,46,71,64.8,15,10,7,7,1,8,20,40.0,12,17,7,10,12,27,28,1,0.3,0.3,-0.8,-0.8,0.3,0.5,0.7,0.7,0.7,0.06,5,0.2,0.33,3,60.0,12.8,0,1.8,0.31,-0.2,525,96,209,182,139,18,525,298,1800,1024,14,16,3,19,8,324,26,Match Report
5,Brighton,2021-05-01,Leeds United,eng Premier League,W 2-0,2,0,2,42,1,1,1,0,300,378,79.4,13,27,9,2,27,5695,2656,129,147,87.8,117,139,84.2,43,69,62.3,11,6,5,5,1,7,21,33.3,14,14,4,10,11,22,27,0,2.3,1.5,1.7,0.9,1.3,0.6,-0.3,-0.5,-1.3,0.09,16,0.06,0.25,4,25.0,18.4,0,0.7,0.36,0.7,500,69,158,225,122,23,499,315,2031,969,19,19,4,17,8,297,26,Match Report
6,Brighton,2021-04-24,Sheffield Utd,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,592,695,85.2,15,31,12,2,50,10460,2952,247,268,92.2,268,301,89.0,61,90,67.8,10,4,4,5,1,3,12,25.0,9,9,3,6,8,18,12,0,2.0,2.0,1.3,1.3,1.9,1.4,-2.0,-2.0,-1.9,0.12,17,0.0,0.0,4,23.5,16.7,0,1.0,0.33,0.0,788,58,236,255,206,27,788,507,2968,1613,35,20,5,16,14,587,50,Match Report
7,Brighton,2021-04-20,Chelsea,eng Premier League,D 0-0,0,0,0,36,0,0,0,0,334,444,75.2,7,21,4,0,25,6063,1853,149,176,84.7,130,157,82.8,44,85,51.8,25,12,11,12,2,12,27,44.4,15,11,1,10,15,40,6,1,0.5,0.5,-0.2,-0.2,0.3,0.3,-0.5,-0.5,-0.3,0.04,11,0.0,0.0,2,18.2,23.6,1,0.4,0.1,0.4,544,57,212,223,117,13,544,206,1172,671,15,7,3,18,4,331,25,Match Report
8,Brighton,2021-04-12,Everton,eng Premier League,D 0-0,0,0,0,55,0,0,0,0,428,537,79.7,15,37,10,0,44,7990,2683,175,206,85.0,196,225,87.1,52,89,58.4,18,12,7,8,3,4,13,30.8,9,14,1,13,11,29,18,0,1.2,1.2,0.8,0.8,0.7,0.8,-1.2,-1.2,-0.7,0.05,23,0.0,0.0,3,13.0,19.0,2,0.2,0.17,0.2,650,53,198,255,174,34,650,339,1888,947,22,10,5,16,6,422,43,Match Report
9,Brighton,2021-04-04,Manchester Utd,eng Premier League,L 1-2,1,2,-1,43,1,0,0,0,360,482,74.7,3,19,4,1,27,6027,2225,172,195,88.2,154,189,81.5,25,68,36.8,20,8,12,8,0,9,21,42.9,12,13,2,11,19,39,20,1,1.2,1.2,-0.3,-0.3,0.5,0.6,-0.2,-0.2,-0.5,0.3,5,0.2,0.33,3,60.0,10.3,0,1.3,0.18,-0.7,594,88,238,251,109,15,594,253,1482,637,10,10,2,15,9,360,27,Match Report
10,Brighton,2021-03-20,Newcastle Utd,eng Premier League,W 3-0,3,0,3,65,3,0,0,0,672,763,88.1,10,42,11,3,61,12065,3585,266,288,92.4,340,363,93.7,59,94,62.8,16,8,4,9,3,9,17,52.9,8,8,0,8,10,26,4,0,0.9,0.9,0.8,0.8,0.8,0.8,2.1,2.1,2.2,0.08,11,0.27,0.5,6,54.5,15.7,0,0.6,0.57,0.6,840,47,255,255,155,22,840,536,2568,1241,20,9,5,12,6,662,61,Match Report
11,Brighton,2021-03-14,Southampton,eng Premier League,W 2-1,2,1,1,41,2,0,0,0,254,382,66.5,5,26,4,0,24,4958,2326,98,133,73.7,101,136,74.3,40,78,51.3,24,9,7,13,4,8,13,61.5,5,9,3,6,11,35,25,0,0.8,0.8,0.2,0.2,0.7,0.2,1.2,1.2,1.3,0.1,8,0.25,0.33,6,75.0,18.8,1,0.7,0.18,-0.3,501,52,146,224,132,13,501,228,981,341,9,3,4,22,8,249,22,Match Report
12,Brighton,2021-03-06,Leicester City,eng Premier League,L 1-2,1,2,-1,37,1,0,0,0,282,392,71.9,6,22,8,0,42,5074,2267,119,147,81.0,122,150,81.3,30,64,46.9,30,20,10,15,5,9,20,45.0,11,13,0,13,9,39,5,1,0.8,0.8,-0.1,-0.1,0.7,1.3,0.2,0.2,0.3,0.11,7,0.14,0.5,2,28.6,15.0,0,1.3,0.32,-0.7,512,53,176,199,146,24,512,214,1106,607,11,7,2,26,9,275,40,Match Report
13,Brighton,2021-02-27,West Brom,eng Premier League,L 0-1,0,1,-1,68,0,0,2,2,476,597,79.7,8,42,12,1,55,8523,2861,207,245,84.5,223,254,87.8,42,83,50.6,21,10,13,8,0,11,19,57.9,8,7,1,6,9,30,19,0,2.9,1.4,2.1,0.6,0.6,0.9,-2.9,-1.4,-0.6,0.11,13,0.0,0.0,6,46.2,19.1,1,0.8,0.38,-0.2,701,62,250,255,168,24,699,440,2116,1156,15,13,2,13,10,471,54,Match Report
14,Brighton,2021-02-22,Crystal Palace,eng Premier League,L 1-2,1,2,-1,74,1,0,0,0,666,783,85.1,14,63,20,8,70,11320,3497,315,349,90.3,272,308,88.3,56,80,70.0,11,6,2,7,2,4,8,50.0,4,9,0,9,7,18,4,0,2.4,2.4,2.2,2.2,1.7,1.4,-1.4,-1.4,-1.7,0.11,25,0.04,0.2,5,20.0,14.5,0,0.6,0.28,-1.4,878,14,123,255,255,51,878,556,2663,1260,15,9,3,16,6,663,70,Match Report
15,Brighton,2021-02-13,Aston Villa,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,447,563,79.4,18,28,18,4,43,7941,2539,195,228,85.5,198,226,87.6,45,82,54.9,11,8,5,4,2,2,8,25.0,6,9,2,7,8,19,12,0,2.2,2.2,2.0,2.0,1.8,2.1,-2.2,-2.2,-1.8,0.09,26,0.0,0.0,9,34.6,18.3,3,0.1,0.06,0.1,659,73,255,179,226,33,659,337,1696,761,17,9,4,11,4,446,43,Match Report
16,Brighton,2021-02-06,Burnley,eng Premier League,D 1-1,1,1,0,45,1,0,0,0,310,415,74.7,8,21,4,1,29,5271,2309,153,174,87.9,112,132,84.8,31,83,37.3,7,3,2,5,0,3,14,21.4,11,10,4,6,10,17,23,0,0.5,0.5,-1.2,-1.2,0.4,0.3,0.5,0.5,0.6,0.05,10,0.1,0.5,2,20.0,19.1,1,1.3,0.19,0.3,512,83,214,215,88,11,512,300,1510,863,21,14,2,17,5,306,29,Match Report
17,Brighton,2021-02-03,Liverpool,eng Premier League,W 1-0,1,0,1,37,1,0,0,0,325,441,73.7,10,22,7,3,27,5870,2510,160,195,82.1,116,144,80.6,42,75,56.0,13,3,10,1,2,3,9,33.3,6,16,6,10,15,28,31,0,1.3,1.3,0.3,0.3,1.0,0.4,-0.3,-0.3,0.0,0.1,13,0.08,0.25,4,30.8,13.7,0,0.0,0.02,0.0,556,93,250,206,107,19,556,239,1378,635,13,7,0,13,7,322,25,Match Report
18,Brighton,2021-01-31,Tottenham,eng Premier League,W 1-0,1,0,1,43,1,0,0,0,354,455,77.8,16,29,24,4,48,6459,2616,160,181,88.4,153,180,85.0,37,80,46.3,19,12,13,3,3,13,29,44.8,16,14,3,11,21,40,17,0,1.6,1.6,1.2,1.2,1.6,2.0,-0.6,-0.6,-0.6,0.1,16,0.06,0.33,3,18.8,15.5,0,0.6,0.14,0.6,590,57,194,205,196,46,590,379,1464,768,13,11,4,21,7,352,47,Match Report
19,Brighton,2021-01-27,Fulham,eng Premier League,D 0-0,0,0,0,50,0,0,0,0,319,471,67.7,15,30,11,4,46,6310,2410,116,154,75.3,157,195,80.5,40,92,43.5,23,14,6,13,4,9,20,45.0,11,19,3,16,14,37,10,0,1.8,1.8,1.3,1.3,1.8,2.6,-1.8,-1.8,-1.8,0.12,16,0.0,0.0,5,31.3,16.0,1,0.3,0.15,0.3,573,41,135,255,182,35,573,287,1448,632,17,13,4,10,8,317,46,Match Report
20,Brighton,2021-01-16,Leeds United,eng Premier League,W 1-0,1,0,1,34,1,0,0,0,230,348,66.1,6,17,7,0,22,4188,2169,107,126,84.9,80,118,67.8,30,76,39.5,10,3,4,4,2,2,20,10.0,18,12,2,10,13,23,26,0,1.4,1.4,1.1,1.1,1.3,1.4,-0.4,-0.4,-0.3,0.2,7,0.14,0.5,2,28.6,15.1,0,0.2,0.1,0.2,445,73,168,168,122,17,445,193,1621,889,16,16,4,14,8,225,21,Match Report
21,Brighton,2021-01-13,Manchester City,eng Premier League,L 0-1,0,1,-1,35,0,0,0,0,314,416,75.5,4,17,4,0,27,5396,1954,133,164,81.1,138,155,89.0,29,62,46.8,21,15,12,6,3,13,31,41.9,18,13,6,7,11,32,18,0,0.2,0.2,-1.8,-1.0,0.2,0.2,-0.2,-0.2,-0.2,0.04,5,0.0,0.0,1,20.0,21.0,0,0.9,0.14,-0.1,510,101,225,188,103,12,510,318,1559,871,13,7,5,6,10,311,27,Match Report
22,Brighton,2021-01-02,Wolves,eng Premier League,D 3-3,3,3,0,54,2,1,1,0,501,589,85.1,10,38,13,4,57,9394,2971,195,216,90.3,243,269,90.3,57,85,67.1,21,9,11,7,3,7,23,30.4,16,13,3,10,15,36,13,0,2.2,1.4,0.6,0.6,1.0,1.4,0.8,0.6,1.0,0.12,12,0.17,0.67,3,25.0,16.7,0,1.8,0.2,-0.2,694,44,182,255,144,27,693,516,2855,1427,20,13,2,15,8,497,57,Match Report
23,Brighton,2020-12-29,Arsenal,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,441,549,80.3,10,36,10,4,39,7747,2752,194,213,91.1,171,205,83.4,52,85,61.2,17,10,9,6,2,6,11,54.5,5,10,2,8,7,24,8,0,0.8,0.8,-0.2,-0.2,0.7,1.4,-0.8,-0.8,-0.7,0.07,13,0.0,0.0,2,15.4,13.9,0,1.1,0.36,0.1,624,64,207,255,157,22,624,410,2174,1007,14,10,0,4,6,439,39,Match Report
24,Brighton,2020-12-27,West Ham,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,494,613,80.6,10,31,7,1,31,8668,2476,232,259,89.6,195,217,89.9,53,101,52.5,11,7,5,5,1,2,8,25.0,6,13,5,8,12,23,19,0,1.1,1.1,-0.1,-0.1,0.4,0.5,0.9,0.9,-0.4,0.09,13,0.15,0.5,4,30.8,16.2,0,1.9,0.48,-0.1,715,81,215,255,157,19,715,371,2576,1256,22,18,2,12,9,489,28,Match Report
25,Brighton,2020-12-20,Sheffield Utd,eng Premier League,D 1-1,1,1,0,73,1,0,0,0,505,615,82.1,18,30,15,4,62,9668,2496,181,208,87.0,230,266,86.5,75,106,70.8,12,3,8,3,1,4,9,44.4,5,4,0,4,1,13,6,0,2.8,2.8,2.3,2.3,1.6,2.0,-1.8,-1.8,-1.6,0.14,21,0.05,0.25,4,19.0,14.0,0,0.4,0.13,-0.6,693,50,176,255,238,36,693,380,2565,1537,28,16,3,15,8,497,61,Match Report
26,Brighton,2020-12-16,Fulham,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,383,542,70.7,6,25,6,1,27,7654,2571,142,183,77.6,170,203,83.7,60,123,48.8,16,5,13,2,1,7,20,35.0,13,11,2,9,11,27,6,0,0.5,0.5,-0.5,-0.5,0.4,0.6,-0.5,-0.5,-0.4,0.05,9,0.0,0.0,4,44.4,23.5,1,1.0,0.27,1.0,646,61,221,255,147,17,646,385,1829,762,19,9,1,19,10,379,27,Match Report
27,Brighton,2020-12-13,Leicester City,eng Premier League,L 0-3,0,3,-3,46,0,0,0,0,391,491,79.6,9,35,5,1,38,7319,2424,159,184,86.4,176,204,86.3,53,84,63.1,25,14,17,8,0,10,19,52.6,9,13,4,9,15,40,12,0,0.9,0.9,-0.6,-0.6,0.8,0.7,-0.9,-0.9,-0.8,0.07,12,0.0,0.0,4,33.3,20.3,0,1.7,0.29,-1.3,594,76,251,233,114,11,594,291,1731,1034,20,8,3,6,7,389,38,Match Report
28,Brighton,2020-12-07,Southampton,eng Premier League,L 1-2,1,2,-1,48,0,1,1,0,304,433,70.2,8,19,6,1,35,5266,1906,133,160,83.1,128,165,77.6,33,73,45.2,21,11,9,9,3,9,20,45.0,11,10,3,7,10,31,18,0,1.9,1.1,0.5,0.5,1.0,0.8,-0.9,-1.1,-1.0,0.1,11,0.0,0.0,3,27.3,15.8,0,1.4,0.14,-0.6,542,66,198,230,121,27,541,277,1488,774,22,13,6,19,10,302,35,Match Report
29,Brighton,2020-11-28,Liverpool,eng Premier League,D 1-1,1,1,0,40,0,1,2,1,296,392,75.5,6,19,6,2,36,5549,2136,98,117,83.8,144,172,83.7,37,79,46.8,22,11,12,8,2,10,17,58.8,7,12,3,9,14,36,14,0,2.3,0.7,2.0,0.5,0.6,0.5,-1.3,-0.7,-0.6,0.08,9,0.0,0.0,2,22.2,20.9,1,0.5,0.26,-0.5,502,53,202,202,107,15,500,281,1508,730,15,10,5,18,6,295,36,Match Report
30,Brighton,2020-11-21,Aston Villa,eng Premier League,W 2-1,2,1,1,44,2,0,0,0,332,422,78.7,6,15,9,2,24,5875,1958,156,168,92.9,133,161,82.6,34,72,47.2,18,8,9,7,2,5,13,38.5,8,15,5,10,9,27,47,1,1.4,1.4,-0.1,-0.1,1.2,0.7,0.6,0.6,0.8,0.2,7,0.29,0.67,3,42.9,13.3,0,1.4,0.35,0.4,557,121,255,211,80,21,557,288,1637,1050,19,16,2,12,3,327,24,Match Report
